id,title,price,link,img,description,address_no,address_street,address_city,address_postcode,key_info_price,key_info_style,key_info_bedrooms,key_info_bathrooms,key_info_reception,key_info_heating,key_info_epc,key_info_size,key_info_status,timestamp
834939,"18 Fountain Lane,",179950,https://www.propertypal.com/18-fountain-lane-lisburn/834939,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Semi-detached House,18,"Fountain Lane,",Lisburn, BT28 3ZL,"Price£179,950",Semi-detached House,3,1,1,Gas,EPC -PDF (62kb),,For sale,2023-05-21 17:57:04.741879
823513,"59 Hollyburn,",285000,https://www.propertypal.com/59-hollyburn-lisburn/823513,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,4 Bed Detached House,59,"Hollyburn,",Lisburn, BT28 2YL,"Offers over£285,000",Detached House,4,2,3,,C70/C71,,For sale,2023-05-21 17:57:04.401196
834718,"33 Breton Park,",245000,https://www.propertypal.com/33-breton-park-lisburn/834718,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Semi-detached House,33,"Breton Park,",Lisburn, BT28 3FU,"Offers around£245,000",Semi-detached House,3,,1,Oil,B84/B84,,For sale,2023-05-21 17:57:02.533523
834742,"47 Jubilee Avenue,",74950,https://www.propertypal.com/47-jubilee-avenue-lisburn/834742,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,1 Bed Apartment,47,"Jubilee Avenue,",Lisburn, BT28 1EB,"Offers around£74,950",Apartment,1,1,1,,D63/D64,,For sale,2023-05-21 17:57:03.515912
800191,"24 Ward Avenue,",125000,https://www.propertypal.com/24-ward-avenue-lisburn/800191,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,2 Bed Semi-detached House,24,"Ward Avenue,",Lisburn, BT28 1EF,"Offers around£125,000",Semi-detached House,2,,1,Oil,F36/C75,,For sale,2023-05-21 17:57:03.225663
834730,"25 Lester Avenue,",200000,https://www.propertypal.com/25-lester-avenue-lisburn/834730,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Detached House,25,"Lester Avenue,",Lisburn, BT28 3QD,"Offers over£200,000",Detached House,3,1,2,Oil,D61/D66,,For sale,2023-05-21 17:57:03.807922
834745,"3 Esker Ridge,",725000,https://www.propertypal.com/3-esker-ridge-antrim-road-lisburn/834745,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,5 Bed Detached House,3,"Esker Ridge,", Lisburn, BT28 3EJ,"Offers around£725,000",Detached House,5,,4,Oil,B85/B85,,For sale,2023-05-21 17:57:02.201142
835218,"10a Kilcorig Road,",519950,https://www.propertypal.com/10a-kilcorig-road-lisburn/835218,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,4 Bed Detached House,10,"a Kilcorig Road,",Lisburn, BT28 2QY,"Offers around£519,950",Detached House,4,,2,Oil,D66/C69,,For sale,2023-05-21 17:57:01.520853
764882,"27 Brook Lodge,",162500,https://www.propertypal.com/27-brook-lodge-ballinderry-lower/764882,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Semi-detached Villa,27,"Brook Lodge,",Ballinderry Lower, BT28 2GZ,"Offers around£162,500",Semi-detached Villa,3,3,1,Oil,C69/C72,,For sale,2023-05-21 17:57:08.130216
787333,"116 Hillsborough Road,",130000,https://www.propertypal.com/116-hillsborough-road-lisburn/787333,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,2 Bed Semi-detached House,116,"Hillsborough Road,",Lisburn, BT28 1JU,"Guide price£130,000",Semi-detached House,2,1,1,Oil,G15/E46,,For sale,2023-05-21 17:57:08.442540
833856,"5 Berkeley Hall Lane,",345000,https://www.propertypal.com/5-berkeley-hall-lane-lisburn/833856,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,4 Bed Detached House,5,"Berkeley Hall Lane,",Lisburn, BT27 5TH,"Offers around£345,000",Detached House,4,,1,Gas,,,For sale,2023-05-21 17:57:09.629460
833650,"2 Rosemary Drive,",220000,https://www.propertypal.com/2-rosemary-drive-lisburn/833650,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Detached House,2,"Rosemary Drive,",Lisburn, BT28 1LE,"Offers around£220,000",Detached House,3,,,,,,For sale,2023-05-21 17:57:07.517902
813372,"58 Clogher Road,",650000,https://www.propertypal.com/58-clogher-road-lisburn/813372,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,4 Bed Detached House,58,"Clogher Road,",Lisburn, BT27 5PQ,"Asking price£650,000",Detached House,4,3,2,Oil,C72/C73,,For sale,2023-05-21 17:57:07.211747
754845,"19 Bellevue Manor,",134950,https://www.propertypal.com/19-bellevue-manor-lisburn/754845,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,2 Bed Apartment,19,"Bellevue Manor,",Lisburn, BT28 3NU,"Offers around£134,950",Apartment,2,1,1,,C78/C79,,For sale,2023-05-21 17:57:09.348797
833672,"10 Ballinderry Gardens,",119950,https://www.propertypal.com/10-ballinderry-gardens-lisburn/833672,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Terrace House,10,"Ballinderry Gardens,",Lisburn, BT28 1SR,"Offers around£119,950",Terrace House,3,1,2,,E46/C75,,For sale,2023-05-21 17:57:08.767026
637155,"D, Woodbrook,",205000,https://www.propertypal.com/d-woodbrook-ballinderry-road-lisburn/637155,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Semi-detached House (7 homes),,"D, Woodbrook,",Ballinderry Road, Lisburn,"Prices from£205,000",Semi-detached House,3,2,1,Gas,,,For sale,2023-05-21 17:57:06.737927
830471,"6 Ava Street,",115000,https://www.propertypal.com/6-ava-street-off-young-street-lisburn/830471,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Terrace House,6,"Ava Street,", Lisburn, BT27 5EN,"Offers around£115,000",Terrace House,3,,1,Oil,E40/D64,,For sale,2023-05-21 17:57:06.362211
832019,"73 Glenwood Court,",159950,https://www.propertypal.com/73-glenwood-court-lisburn/832019,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Semi-detached House,73,"Glenwood Court,",Lisburn, BT28 3UD,"Offers around£159,950",Semi-detached House,3,1,1,,D63/D66,,For sale,2023-05-21 17:57:13.433959
833570,"2 Plantation Mews,",189950,https://www.propertypal.com/2-plantation-mews-lisburn/833570,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Semi-detached House,2,"Plantation Mews,",Lisburn, BT27 5PF,"Offers around£189,950",Semi-detached House,3,1,2,,EPC Rating Graph,,For sale,2023-05-21 17:57:15.407413
832624,"35 Thornleigh Drive,",245000,https://www.propertypal.com/35-thornleigh-drive-lisburn/832624,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Detached House,35,"Thornleigh Drive,",Lisburn, BT28 2DA,"Offers around£245,000",Detached House,3,2,2,,D56/D64,,For sale,2023-05-21 17:57:14.215523
832532,"122a Ballinderry Road,",369950,https://www.propertypal.com/122a-ballinderry-road-ballinderry-upper-lisburn/832532,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,4 Bed Detached House,122,"a Ballinderry Road,", Lisburn, BT28 2NL,"Offers around£369,950",Detached House,4,,3,Oil,D55/D66,,For sale,2023-05-21 17:57:12.237655
760341,"2 Glenmore Terrace,",189950,https://www.propertypal.com/2-glenmore-terrace-mill-street-lisburn/760341,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Townhouse,2,"Glenmore Terrace,", Lisburn, BT27 4RW,"Price£189,950",Townhouse,3,,1,Oil,F21/F38,,For sale,2023-05-21 17:57:15.129470
833028,"18 Magheralave Meadows,",284950,https://www.propertypal.com/18-magheralave-meadows-lisburn/833028,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,4 Bed Semi-detached House,18,"Magheralave Meadows,",Lisburn, BT28 3NT,"Offers around£284,950",Semi-detached House,4,,1,Gas,C71/C72,,For sale,2023-05-21 17:57:11.616778
833547,"3 Cherry Vale,",299950,https://www.propertypal.com/3-cherry-vale-lisburn/833547,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,4 Bed Detached House,3,"Cherry Vale,",Lisburn, BT28 1LZ,"Offers around£299,950",Detached House,4,1,3,,D58/D62,,For sale,2023-05-21 17:57:12.994224
833535,"65A Beanstown Road,",525000,https://www.propertypal.com/65a-beanstown-road-lisburn/833535,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,4 Bed Detached House,65,"A Beanstown Road,",Lisburn, BT28 3UR,"Price£525,000",Detached House,4,,3,Oil,,,For sale,2023-05-21 17:57:14.487167
832664,"17 Belmont Grove,",265000,https://www.propertypal.com/17-belmont-grove-lisburn/832664,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,4 Bed Detached House,17,"Belmont Grove,",Lisburn, BT28 3YB,"Offers over£265,000",Detached House,4,,2,Oil,F37/E44,,For sale,2023-05-21 17:57:11.946760
832540,"5 Tonagh Park,",179500,https://www.propertypal.com/5-tonagh-park-lisburn/832540,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Semi-detached House,5,"Tonagh Park,",Lisburn, BT28 1DJ,"Offers around£179,500",Semi-detached House,3,1,2,,EPC -PDF (133kb),,For sale,2023-05-21 17:57:14.757296
833649,"142 Glenwood Court,",169500,https://www.propertypal.com/142-glenwood-court-lisburn/833649,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Semi-detached House,142,"Glenwood Court,",Lisburn, BT28 3UF,"Offers over£169,500",Semi-detached House,3,1,1,,D60/D68,,For sale,2023-05-21 17:57:12.541968
832029,"CASH OFFERS ONLY, 4 Riverside Terrace,",59950,https://www.propertypal.com/cash-offers-only-4-riverside-terrace-hillsborough-old-road-lisburn/832029,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,2 Bed Terrace House,4,"CASH OFFERS ONLY,", Lisburn, BT27 5QA,"Offers over£59,950",Terrace House,2,,1,Oil,F23/D64,,For sale,2023-05-21 17:57:13.844982
830519,"16 Lady Wallace Road,",170000,https://www.propertypal.com/16-lady-wallace-road-lisburn/830519,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,3 Bed Townhouse,16,"Lady Wallace Road,",Lisburn, BT28 3WS,"Offers around£170,000",Townhouse,3,,2,Gas,C80/B81,,For sale,2023-05-21 17:57:18.189828
817504,"1 Prospect Mews,",188500,https://www.propertypal.com/1-prospect-mews-lisburn/817504,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,2 Bed Apartment,1,"Prospect Mews,",Lisburn, BT28 3GZ,"Offers over£188,500",Apartment,2,,1,Gas,C72/C75,,For sale,2023-05-21 17:57:17.934338
658048,"F, Woodbrook,",169950,https://www.propertypal.com/f-woodbrook-ballinderry-road-lisburn/658048,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,2 Bed Semi-detached House (2 homes),,"F, Woodbrook,",Ballinderry Road, Lisburn,"Prices from£169,950",Semi-detached House,2,2,1,Gas,,,For sale,2023-05-21 17:57:19.334938
751375,"17 Magheralave Park North,",325000,https://www.propertypal.com/17-magheralave-park-north-lisburn/751375,/_static/3d75ac11dde0090594eb87d4b294a48c6848892e/_next/static/media/PropertyPalLogo@3x.c8a03f97.png,4 Bed Detached House,17,"Magheralave Park North,",Lisburn, BT28 3NL,"Offers around£325,000",Detached House,4,,3,Oil,F32/D56,,For sale,2023-05-21 17:57:20.308584
